nws_id,physicalelement,datetime(GMT),sitename,wfo,latitude,longitude,soiltemp(F),depth(in),afos_id,extremum
WTNM4,TV,12/7/2009 22:00,Watton,MQT,46.51027778,-88.66666667,38,60,KMQTRR3MQT,Z
APXM4,TV,12/8/2009 0:00,Gaylord 9SSW,APX,44.90722222,-84.71888889,36,2,KAPXRR3APX,Z
ARLW3,TV,12/9/2009 14:00,Arlington - University Farm,MKX,43.30083333,-89.32694444,38,2,KMKXRR3MKX,Z
ARX,TV,12/9/2009 13:00,La Crosse WFO,ARX,43.8225,-91.19138889,32,2,KARXRR3ARX,Z
ATLI4,TV,12/8/2009 13:00,Atlantic 1NE,DMX,41.41805556,-95.00305556,34,2,KDMXRR3DMX,Z
BIS,TV,12/7/2009 23:00,Bismarck Muni Arpt,BIS,46.7725,-100.7594444,32,2,KBISRR3BIS,Z
CSCM5,TV,12/9/2009 13:00,Becker 3WNW - Crescent Lk /RAWS/,MPX,45.41666667,-93.95,31.8,2,KSCSSCNMN,Z
CSSM4,TV,12/7/2009 13:00,Cass City 1SSW - WWTP,DTX,43.58611111,-83.18055556,32,2,KDTXRR2DTX,Z
DCRI4,TV,12/8/2009 22:00,Decorah WTP,ARX,43.30416667,-91.79527778,35,2,KARXRR3ARX,Z
DEKI2,TV,12/9/2009 13:00,De Kalb - Nrn IL U.,LOT,41.93416667,-88.77555556,36,2,KLOTRR3LOT,Z
DLH,TV,12/8/2009 14:00,Duluth Intl Arpt / WFO,DLH,46.83694444,-92.18333333,22,2,KDLHRR3DLH,Z
DTXM4,TV,12/7/2009 21:00,Detroit WFO (White Lake),DTX,42.68694444,-83.47166667,33,2,KDTXRR2DTX,Z
DVN,TV,12/8/2009 1:00,Davenport Muni Arpt,DVN,41.61166667,-90.58916667,37,2,KDVNRR3DVN,Z
FSDS2,TV,12/9/2009 12:00,Sioux Falls Nws WFO Ap,FSD,43.58777778,-96.73,30,2,KFSDRR3FSD,Z
GRR,TV,12/7/2009 11:46,Gerald R Ford Intl Airport (Kent County),GRR,42.8825,-85.52388889,37,2,KGRRRR3GRR,Z
ILX,TV,12/7/2009 12:00,Lincoln - Cntrl Il WFO,ILX,40.15138889,-89.33805556,33,2,KILXRR3ILX,Z
IWXI3,TV,12/7/2009 12:00,North Webster WFO,IWX,41.35888889,-85.69972222,36,2,KIWXRR3IWX,Z
LKCM4,TV,12/7/2009 13:00,Lake City Exp Farm,APX,44.30888889,-85.205,35,2,KAPXRR3APX,Z
LSX,TV,12/9/2009 13:00,Weldon Spring - St Louis WFO,LSX,38.69888889,-90.68277778,34,2,KLSXRR3LSX,Z
MFDW3,TV,12/7/2009 20:50,Marshfield - Exp Farm,GRB,44.64111111,-90.13333333,38,2,KGRBRR3GRB,Z
MKX,TV,12/9/2009 12:00,Sullivan 3SE - Milwaukee WFO,MKX,42.9675,-88.54972222,37,2,KMKXRR3MKX,Z
MPXM5,TV,12/8/2009 0:00,Chanhassen NWS WFO,MPX,44.84972222,-93.56388889,28,2,KMPXRR3MPX,Z
MQT,TV,12/9/2009 12:00,Marquette WFO / Arpt,MQT,46.53277778,-87.54861111,30,2,KMQTRR3MQT,Z
NELW3,TV,12/9/2009 12:30,Neillsville 3SW,ARX,44.52972222,-90.63833333,32,2,KARXRR3ARX,Z
OLNI4,TV,12/9/2009 12:30,Oelwein 1E,ARX,42.68,-91.875,10,2,KARXRR3ARX,Z
PTNM5,TV,12/9/2009 14:00,Preston WWTP,ARX,43.6725,-92.07472222,30,2,KARXRR3ARX,Z
RNBW3,TV,12/7/2009 15:00,Green Bay WFO,GRB,44.49777778,-88.11194444,31,2,KGRBRR3GRB,Z
SILI2,TV,12/8/2009 0:00,Sullivan 3S - WTP,ILX,39.56083333,-88.60666667,37,2,KILXRR3ILX,Z
TIPM4,TV,12/7/2009 13:00,Tipton 2WNW - Hidden Lakes Gardens,DTX,42.02833333,-84.11083333,32,2,KDTXRR2DTX,Z
UGRW3,TV,12/9/2009 13:00,Union Grove WWTP,MKX,42.69027778,-88.01694444,32,2,KMKXRR3MKX,Z
UMNM5,TV,12/8/2009 0:00,St Paul-U Of Minnesota,MPX,44.98472222,-93.17722222,31,2,KMPXRR3MPX,Z
WTNM4,TV,12/7/2009 22:00,Watton,MQT,46.51027778,-88.66666667,31,2,KMQTRR3MQT,Z
APXM4,TV,12/8/2009 0:00,Gaylord 9SSW,APX,44.90722222,-84.71888889,36,4,KAPXRR3APX,Z
ARLW3,TV,12/9/2009 14:00,Arlington - University Farm,MKX,43.30083333,-89.32694444,38,4,KMKXRR3MKX,Z
ARX,TV,12/9/2009 13:00,La Crosse WFO,ARX,43.8225,-91.19138889,34,4,KARXRR3ARX,Z
ATLI4,TV,12/8/2009 13:00,Atlantic 1NE,DMX,41.41805556,-95.00305556,34,4,KDMXRR3DMX,Z
AWNM5,TV,12/9/2009 15:00,Ada 2N (NDAWN),FGF,47.32111111,-96.51388889,30,4,KFGFRR5FGF,Z
BIS,TV,12/7/2009 23:00,Bismarck Muni Arpt,BIS,46.7725,-100.7594444,33,4,KBISRR3BIS,Z
BKRN8,TV,12/9/2009 15:00,Baker (NDAWN),FGF,48.16222222,-99.64833333,23,4,KFGFRR5FGF,Z
BLFI3,TV,12/9/2009 13:00,Bluffton 4N,IWX,40.78333333,-85.16666667,34,4,KIWXRR3IWX,Z
CBGI2,TV,12/9/2009 14:00,Chicago Botanical Garden,LOT,42.14055556,-87.78666667,39,4,KLOTRR3LOT,N
CEFM4,TV,12/8/2009 13:00,Chatham 1SE / Experimental Farm #2 (CRN),MQT,46.33444444,-86.92,29,4,KMQTRR3MQT,N
CLVN8,TV,12/9/2009 14:00,Cavalier (NDAWN),FGF,48.79416667,-97.6225,30,4,KFGFRR5FGF,Z
COAN8,TV,12/9/2009 15:00,Cando (NDAWN),FGF,48.4875,-99.21083333,24,4,KFGFRR5FGF,Z
COLI3,TV,12/8/2009 12:00,Columbia City 1S,IWX,41.13,-85.48,28,4,KIWXRR3IWX,Z
CRYN8,TV,12/9/2009 13:00,Devils Lake 10E (NDAWN),FGF,48.06027778,-98.625,26,4,KFGFRR5FGF,Z
CSCM5,TV,12/9/2009 13:00,Becker 3WNW - Crescent Lk /RAWS/,MPX,45.41666667,-93.95,32.5,4,KSCSSCNMN,Z
CSSM4,TV,12/7/2009 13:00,Cass City 1SSW - WWTP,DTX,43.58611111,-83.18055556,34,4,KDTXRR2DTX,Z
CTYI2,TV,12/9/2009 12:00,Coal City 4NNW-Goose Lake Area,LOT,41.34194444,-88.29833333,39,4,KLOTRR3LOT,Z
DCRI4,TV,12/8/2009 22:00,Decorah WTP,ARX,43.30416667,-91.79527778,35,4,KARXRR3ARX,Z
DEKI2,TV,12/9/2009 13:00,De Kalb - Nrn IL U.,LOT,41.93416667,-88.77555556,38,4,KLOTRR3LOT,Z
DLH,TV,12/8/2009 14:00,Duluth Intl Arpt / WFO,DLH,46.83694444,-92.18333333,28,4,KDLHRR3DLH,Z
DSUN8,TV,12/9/2009 15:00,Fargo - NDSU,FGF,46.88333333,-96.8,32,4,KFGFRR5FGF,Z
DTXM4,TV,12/7/2009 21:00,Detroit WFO (White Lake),DTX,42.68694444,-83.47166667,34,4,KDTXRR2DTX,Z
DVN,TV,12/8/2009 1:00,Davenport Muni Arpt,DVN,41.61166667,-90.58916667,40,4,KDVNRR3DVN,Z
DZYN8,TV,12/9/2009 13:00,Dazey (NDAWN),FGF,47.18333333,-98.2,32,4,KFGFRR5FGF,Z
EDDM5,TV,12/9/2009 15:00,Crookston 10SW - Eldred (NDAWN),FGF,47.73138889,-96.78166667,24,4,KFGFRR5FGF,Z
FGLN8,TV,12/9/2009 15:00,Fingal (NDAWN),FGF,46.7617,-97.8028,30,4,KFGFRR5FGF,Z
FNVM4,TV,12/9/2009 13:00,Fennville 3W & 6E,GRR,42.59388889,-86.15583333,35,4,KGRRRR3GRR,Z
FRRN8,TV,12/9/2009 15:00,Forest River (NDAWN),FGF,48.21638889,-97.47083333,26,4,KFGFRR5FGF,Z
FSDS2,TV,12/9/2009 12:00,Sioux Falls Nws WFO Ap,FSD,43.58777778,-96.73,32,4,KFSDRR3FSD,Z
GBWM5,TV,12/9/2009 15:00,Greenbush 4S (NDAWN),FGF,48.35388889,-96.325,30,4,KFGFRR5FGF,Z
GLLN8,TV,12/9/2009 8:00,Hillsboro 18SW - Galesburg (NDAWN),FGF,47.27,-97.40583333,32,4,KFGFRR5FGF,Z
GLRM5,TV,12/9/2009 13:00,Mentor 5W - Glacial Ridge,FGF,47.71666667,-96.26666667,29.5,4,KSCSSCNMN,Z
GPDM4,TV,12/8/2009 12:00,Grand Rapids - 44th St,GRR,42.9,-85.76666667,37,4,KGRRRR3GRR,N
GRR,TV,12/7/2009 11:46,Gerald R Ford Intl Airport (Kent County),GRR,42.8825,-85.52388889,39,4,KGRRRR3GRR,Z
GRWN8,TV,12/9/2009 15:00,Grafton 10E (NDWAN),FGF,48.41222222,-97.18611111,32,4,KFGFRR5FGF,Z
HLNN8,TV,12/9/2009 15:00,Hillsboro 5SE (NDAWN),FGF,47.35416667,-96.96972222,26,4,KFGFRR5FGF,Z
HMBM5,TV,12/9/2009 10:00,Pembina 7E - Humboldt (NDAWN),FGF,48.9175,-97.10027778,32,4,KFGFRR5FGF,Z
ILX,TV,12/7/2009 12:00,Lincoln - Cntrl Il WFO,ILX,40.15138889,-89.33805556,32,4,KILXRR3ILX,Z
IWXI3,TV,12/7/2009 12:00,North Webster WFO,IWX,41.35888889,-85.69972222,37,4,KIWXRR3IWX,Z
LGGN8,TV,12/9/2009 15:00,Langdon (NDAWN),FGF,48.75638889,-98.34333333,28,4,KFGFRR5FGF,Z
LKCM4,TV,12/7/2009 13:00,Lake City Exp Farm,APX,44.30888889,-85.205,35,4,KAPXRR3APX,Z
LSX,TV,12/9/2009 13:00,Weldon Spring - St Louis WFO,LSX,38.69888889,-90.68277778,36,4,KLSXRR3LSX,Z
MARN8,TV,12/9/2009 15:00,Marion 3S /NDAWN/,BIS,46.56444444,-98.3275,26,4,KFGFRR5FGF,Z
MCCN8,TV,12/9/2009 15:00,McHenry 2N (NDAWN),FGF,47.60138889,-98.59361111,26,4,KFGFRR5FGF,Z
MFDW3,TV,12/7/2009 20:50,Marshfield - Exp Farm,GRB,44.64111111,-90.13333333,38,4,KGRBRR3GRB,Z
MICN8,TV,12/9/2009 15:00,Michigan 2W (NDAWN),FGF,48.01888889,-98.17194444,26,4,KFGFRR5FGF,Z
MMTI2,TV,12/8/2009 14:00,Monmouth 4NW - U Illinois Research Cntr,DVN,40.93611111,-90.71972222,35,4,KDVNRR3DVN,N
MPXM5,TV,12/8/2009 0:00,Chanhassen NWS WFO,MPX,44.84972222,-93.56388889,30,4,KMPXRR3MPX,Z
MQT,TV,12/9/2009 12:00,Marquette WFO / Arpt,MQT,46.53277778,-87.54861111,29,4,KMQTRR3MQT,Z
MYAN8,TV,12/9/2009 15:00,Mayville 5E (NDAWN),FGF,47.50138889,-97.21972222,30,4,KFGFRR5FGF,Z
NELW3,TV,12/9/2009 12:30,Neillsville 3SW,ARX,44.52972222,-90.63833333,33,4,KARXRR3ARX,Z
NWFM4,TV,12/9/2009 13:00,Nw Michigan Research Farm,APX,44.88305556,-85.67527778,36,4,KAPXRR3APX,N
OGDI2,TV,12/9/2009 12:00,Ogden,ILX,40.11,-87.95666667,40,4,KILXRR3ILX,Z
OKNN8,TV,12/9/2009 15:00,Oakes 4S (NDAWN),BIS,46.08222222,-98.0925,28,4,KFGFRR5FGF,Z
OLNI4,TV,12/9/2009 12:30,Oelwein 1E,ARX,42.68,-91.875,28,4,KARXRR3ARX,Z
PDHK2,TV,12/9/2009 6:00,West Paducah 2SW,PAH,37.06833333,-88.7725,43,4,KPAHRR3PAH,Z
PEYI2,TV,12/9/2009 14:05,Perry 6NW,LSX,39.80583333,-90.82361111,40,4,KLSXRR3LSX,N
PILN8,TV,12/9/2009 15:00,Pillsbury (NDAWN),FGF,47.20138889,-97.80111111,32,4,KFGFRR5FGF,Z
PPBM7,TV,12/9/2009 13:00,Poplar Bluff,PAH,36.76666667,-90.4,46,4,KPAHRR3PAH,N
PRLM5,TV,12/9/2009 15:00,Ada 16SW - Perley (NDAWN),FGF,47.17472222,-96.80416667,30,4,KFGFRR5FGF,Z
PSRN8,TV,12/9/2009 15:00,Prosper 3W (NDAWN),FGF,47.00583333,-97.07916667,28,4,KFGFRR5FGF,Z
PTNM5,TV,12/9/2009 14:00,Preston WWTP,ARX,43.6725,-92.07472222,28,4,KARXRR3ARX,Z
PYVI3,TV,12/8/2009 13:50,Perrysville,IND,40.07,-87.5,35,4,KINDRR3IND,N
RNBW3,TV,12/7/2009 15:00,Green Bay WFO,GRB,44.49777778,-88.11194444,34,4,KGRBRR3GRB,Z
RSCI2,TV,12/6/2009 12:30,Roscoe 2SE,LOT,42.405,-88.97944444,37,4,KLOTRR3LOT,N
SILI2,TV,12/8/2009 0:00,Sullivan 3S - WTP,ILX,39.56083333,-88.60666667,35,4,KILXRR3ILX,Z
SIUI2,TV,12/8/2009 22:00,Belleville - Siu Ag Farm,LSX,38.52,-89.84666667,36,4,KLSXRR3LSX,N
SNWI2,TV,12/9/2009 13:00,Streamwood,LOT,42.02555556,-88.17833333,36,4,KLOTRR3LOT,Z
STTM5,TV,12/9/2009 15:00,Stephen (NDAWN),FGF,48.45027778,-96.8775,32,4,KFGFRR5FGF,Z
STTN8,TV,12/9/2009 7:00,Cavalier 14SE - St Thomas (NDAWN),FGF,48.61805556,-97.44694444,32,4,KFGFRR5FGF,Z
THTI3,TV,12/9/2009 13:00,Terre Haute,IND,39.35,-87.42,35,4,KINDRR3IND,N
TIPM4,TV,12/7/2009 13:00,Tipton 2WNW - Hidden Lakes Gardens,DTX,42.02833333,-84.11083333,34,4,KDTXRR2DTX,Z
UGRW3,TV,12/9/2009 13:00,Union Grove WWTP,MKX,42.69027778,-88.01694444,30,4,KMKXRR3MKX,Z
UMNM5,TV,12/8/2009 0:00,St Paul-U Of Minnesota,MPX,44.98472222,-93.17722222,32,4,KMPXRR3MPX,Z
URBI2,TV,12/9/2009 14:00,Urbana - Ill St Water Survey,ILX,40.08416667,-88.24055556,37,4,KILXRR3ILX,Z
WACN8,TV,12/9/2009 15:00,Walcott 9W /NDAWN/,FGF,46.52166667,-97.13472222,32,4,KFGFRR5FGF,Z
WANI3,TV,12/9/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,35,4,KLOTRR3LOT,N
WATI2,TV,12/9/2009 13:00,Watseka 2NW,LOT,40.79277778,-87.75555556,21,4,KLOTRR3LOT,N
WEHN8,TV,12/9/2009 15:00,Wahpeton 5NW (NDAWN),FGF,46.30833333,-96.62944444,30,4,KFGFRR5FGF,Z
WLFI3,TV,12/9/2009 13:00,West Lafayette,IND,40.47,-87,38,4,KINDRR3IND,N
WTNM4,TV,12/7/2009 22:00,Watton,MQT,46.51027778,-88.66666667,31,4,KMQTRR3MQT,Z
WYNN8,TV,12/9/2009 15:00,Wyndmere (NDAWN),FGF,46.26638889,-97.13638889,32,4,KFGFRR5FGF,Z
XRON8,TV,12/9/2009 15:00,Rolla (NDAWN),BIS,48.8,-99.5,30,4,KFGFRR5FGF,Z
ALDM4,TV,12/9/2009 12:00,Allendale 3ESE,GRR,42.95833333,-85.89583333,41,8,KGRRRR3GRR,Z
APXM4,TV,12/8/2009 0:00,Gaylord 9SSW,APX,44.90722222,-84.71888889,37,8,KAPXRR3APX,Z
ARLW3,TV,12/9/2009 14:00,Arlington - University Farm,MKX,43.30083333,-89.32694444,40,8,KMKXRR3MKX,Z
ARX,TV,12/9/2009 13:00,La Crosse WFO,ARX,43.8225,-91.19138889,36,8,KARXRR3ARX,Z
BIS,TV,12/7/2009 23:00,Bismarck Muni Arpt,BIS,46.7725,-100.7594444,33,8,KBISRR3BIS,Z
CEFM4,TV,12/8/2009 13:00,Chatham 1SE / Experimental Farm #2 (CRN),MQT,46.33444444,-86.92,36,8,KMQTRR3MQT,N
CSCM5,TV,12/9/2009 13:00,Becker 3WNW - Crescent Lk /RAWS/,MPX,45.41666667,-93.95,33.6,8,KSCSSCNMN,Z
CSSM4,TV,12/7/2009 13:00,Cass City 1SSW - WWTP,DTX,43.58611111,-83.18055556,34,8,KDTXRR2DTX,Z
DCRI4,TV,12/8/2009 22:00,Decorah WTP,ARX,43.30416667,-91.79527778,37,8,KARXRR3ARX,Z
DEKI2,TV,12/9/2009 13:00,De Kalb - Nrn IL U.,LOT,41.93416667,-88.77555556,40,8,KLOTRR3LOT,Z
DLH,TV,12/8/2009 14:00,Duluth Intl Arpt / WFO,DLH,46.83694444,-92.18333333,32,8,KDLHRR3DLH,Z
DTXM4,TV,12/7/2009 21:00,Detroit WFO (White Lake),DTX,42.68694444,-83.47166667,34,8,KDTXRR2DTX,Z
DVN,TV,12/8/2009 1:00,Davenport Muni Arpt,DVN,41.61166667,-90.58916667,40,8,KDVNRR3DVN,Z
FSDS2,TV,12/9/2009 12:00,Sioux Falls Nws WFO Ap,FSD,43.58777778,-96.73,34,8,KFSDRR3FSD,Z
GLRM5,TV,12/9/2009 13:00,Mentor 5W - Glacial Ridge,FGF,47.71666667,-96.26666667,32.2,8,KSCSSCNMN,Z
GRR,TV,12/7/2009 11:46,Gerald R Ford Intl Airport (Kent County),GRR,42.8825,-85.52388889,40,8,KGRRRR3GRR,Z
ILX,TV,12/7/2009 12:00,Lincoln - Cntrl Il WFO,ILX,40.15138889,-89.33805556,36,8,KILXRR3ILX,Z
IWXI3,TV,12/7/2009 12:00,North Webster WFO,IWX,41.35888889,-85.69972222,40,8,KIWXRR3IWX,Z
LKCM4,TV,12/7/2009 13:00,Lake City Exp Farm,APX,44.30888889,-85.205,36,8,KAPXRR3APX,Z
LSX,TV,12/9/2009 13:00,Weldon Spring - St Louis WFO,LSX,38.69888889,-90.68277778,37,8,KLSXRR3LSX,Z
MFDW3,TV,12/7/2009 20:50,Marshfield - Exp Farm,GRB,44.64111111,-90.13333333,38,8,KGRBRR3GRB,Z
MKX,TV,12/9/2009 12:00,Sullivan 3SE - Milwaukee WFO,MKX,42.9675,-88.54972222,37,8,KMKXRR3MKX,Z
MPXM5,TV,12/8/2009 0:00,Chanhassen NWS WFO,MPX,44.84972222,-93.56388889,33,8,KMPXRR3MPX,Z
MQT,TV,12/9/2009 12:00,Marquette WFO / Arpt,MQT,46.53277778,-87.54861111,29,8,KMQTRR3MQT,Z
NELW3,TV,12/9/2009 12:30,Neillsville 3SW,ARX,44.52972222,-90.63833333,34,8,KARXRR3ARX,Z
OLNI4,TV,12/9/2009 12:30,Oelwein 1E,ARX,42.68,-91.875,36,8,KARXRR3ARX,Z
PTNM5,TV,12/9/2009 14:00,Preston WWTP,ARX,43.6725,-92.07472222,32,8,KARXRR3ARX,Z
RNBW3,TV,12/7/2009 15:00,Green Bay WFO,GRB,44.49777778,-88.11194444,36,8,KGRBRR3GRB,Z
SILI2,TV,12/8/2009 0:00,Sullivan 3S - WTP,ILX,39.56083333,-88.60666667,34,8,KILXRR3ILX,Z
SNWI2,TV,12/9/2009 13:00,Streamwood,LOT,42.02555556,-88.17833333,44,8,KLOTRR3LOT,Z
TIPM4,TV,12/7/2009 13:00,Tipton 2WNW - Hidden Lakes Gardens,DTX,42.02833333,-84.11083333,34,8,KDTXRR2DTX,Z
UGRW3,TV,12/9/2009 13:00,Union Grove WWTP,MKX,42.69027778,-88.01694444,32,8,KMKXRR3MKX,Z
UMNM5,TV,12/8/2009 0:00,St Paul-U Of Minnesota,MPX,44.98472222,-93.17722222,34,8,KMPXRR3MPX,Z
WTNM4,TV,12/7/2009 22:00,Watton,MQT,46.51027778,-88.66666667,33,8,KMQTRR3MQT,Z
APXM4,TV,12/8/2009 0:00,Gaylord 9SSW,APX,44.90722222,-84.71888889,39,20,KAPXRR3APX,Z
ARLW3,TV,12/9/2009 14:00,Arlington - University Farm,MKX,43.30083333,-89.32694444,44,20,KMKXRR3MKX,Z
ARX,TV,12/9/2009 13:00,La Crosse WFO,ARX,43.8225,-91.19138889,40,20,KARXRR3ARX,Z
BIS,TV,12/7/2009 23:00,Bismarck Muni Arpt,BIS,46.7725,-100.7594444,36,20,KBISRR3BIS,Z
CSCM5,TV,12/9/2009 13:00,Becker 3WNW - Crescent Lk /RAWS/,MPX,45.41666667,-93.95,37.6,20,KSCSSCNMN,Z
DCRI4,TV,12/8/2009 22:00,Decorah WTP,ARX,43.30416667,-91.79527778,45,20,KARXRR3ARX,Z
DEKI2,TV,12/9/2009 13:00,De Kalb - Nrn IL U.,LOT,41.93416667,-88.77555556,29,20,KLOTRR3LOT,Z
DLH,TV,12/8/2009 14:00,Duluth Intl Arpt / WFO,DLH,46.83694444,-92.18333333,36,20,KDLHRR3DLH,Z
DTXM4,TV,12/7/2009 21:00,Detroit WFO (White Lake),DTX,42.68694444,-83.47166667,38,20,KDTXRR2DTX,Z
DVN,TV,12/8/2009 1:00,Davenport Muni Arpt,DVN,41.61166667,-90.58916667,45,20,KDVNRR3DVN,Z
FSDS2,TV,12/9/2009 12:00,Sioux Falls Nws WFO Ap,FSD,43.58777778,-96.73,39,20,KFSDRR3FSD,Z
GLRM5,TV,12/9/2009 13:00,Mentor 5W - Glacial Ridge,FGF,47.71666667,-96.26666667,36.7,20,KSCSSCNMN,Z
GRR,TV,12/7/2009 11:46,Gerald R Ford Intl Airport (Kent County),GRR,42.8825,-85.52388889,42,20,KGRRRR3GRR,Z
ILX,TV,12/7/2009 12:00,Lincoln - Cntrl Il WFO,ILX,40.15138889,-89.33805556,39,20,KILXRR3ILX,Z
IWXI3,TV,12/7/2009 12:00,North Webster WFO,IWX,41.35888889,-85.69972222,43,20,KIWXRR3IWX,Z
LKCM4,TV,12/7/2009 13:00,Lake City Exp Farm,APX,44.30888889,-85.205,38,20,KAPXRR3APX,Z
LSX,TV,12/9/2009 13:00,Weldon Spring - St Louis WFO,LSX,38.69888889,-90.68277778,38,20,KLSXRR3LSX,Z
MFDW3,TV,12/7/2009 20:50,Marshfield - Exp Farm,GRB,44.64111111,-90.13333333,42,20,KGRBRR3GRB,Z
MKX,TV,12/9/2009 12:00,Sullivan 3SE - Milwaukee WFO,MKX,42.9675,-88.54972222,38,20,KMKXRR3MKX,Z
MPXM5,TV,12/8/2009 0:00,Chanhassen NWS WFO,MPX,44.84972222,-93.56388889,36,20,KMPXRR3MPX,Z
MQT,TV,12/9/2009 12:00,Marquette WFO / Arpt,MQT,46.53277778,-87.54861111,33,20,KMQTRR3MQT,Z
NELW3,TV,12/9/2009 12:30,Neillsville 3SW,ARX,44.52972222,-90.63833333,38,20,KARXRR3ARX,Z
OLNI4,TV,12/9/2009 12:30,Oelwein 1E,ARX,42.68,-91.875,40,20,KARXRR3ARX,Z
PTNM5,TV,12/9/2009 14:00,Preston WWTP,ARX,43.6725,-92.07472222,38,20,KARXRR3ARX,Z
RNBW3,TV,12/7/2009 15:00,Green Bay WFO,GRB,44.49777778,-88.11194444,40,20,KGRBRR3GRB,Z
SILI2,TV,12/8/2009 0:00,Sullivan 3S - WTP,ILX,39.56083333,-88.60666667,42,20,KILXRR3ILX,Z
SIUI2,TV,12/8/2009 22:00,Belleville - Siu Ag Farm,LSX,38.52,-89.84666667,41,20,KLSXRR3LSX,Z
SNWI2,TV,12/9/2009 13:00,Streamwood,LOT,42.02555556,-88.17833333,44,20,KLOTRR3LOT,Z
TIPM4,TV,12/7/2009 13:00,Tipton 2WNW - Hidden Lakes Gardens,DTX,42.02833333,-84.11083333,40,20,KDTXRR2DTX,Z
UGRW3,TV,12/9/2009 13:00,Union Grove WWTP,MKX,42.69027778,-88.01694444,35,20,KMKXRR3MKX,Z
UMNM5,TV,12/8/2009 0:00,St Paul-U Of Minnesota,MPX,44.98472222,-93.17722222,40,20,KMPXRR3MPX,Z
WTNM4,TV,12/7/2009 22:00,Watton,MQT,46.51027778,-88.66666667,35,20,KMQTRR3MQT,Z
APXM4,TV,12/8/2009 0:00,Gaylord 9SSW,APX,44.90722222,-84.71888889,42,40,KAPXRR3APX,Z
ARLW3,TV,12/9/2009 14:00,Arlington - University Farm,MKX,43.30083333,-89.32694444,49,40,KMKXRR3MKX,Z
ARX,TV,12/9/2009 13:00,La Crosse WFO,ARX,43.8225,-91.19138889,43,40,KARXRR3ARX,Z
ATLI4,TV,12/8/2009 13:00,Atlantic 1NE,DMX,41.41805556,-95.00305556,45,40,KDMXRR3DMX,Z
BIS,TV,12/7/2009 23:00,Bismarck Muni Arpt,BIS,46.7725,-100.7594444,42,40,KBISRR3BIS,Z
CSCM5,TV,12/9/2009 13:00,Becker 3WNW - Crescent Lk /RAWS/,MPX,45.41666667,-93.95,41.4,40,KSCSSCNMN,Z
CSSM4,TV,12/7/2009 13:00,Cass City 1SSW - WWTP,DTX,43.58611111,-83.18055556,34,40,KDTXRR2DTX,Z
DEKI2,TV,12/9/2009 13:00,De Kalb - Nrn IL U.,LOT,41.93416667,-88.77555556,48,40,KLOTRR3LOT,Z
DLH,TV,12/8/2009 14:00,Duluth Intl Arpt / WFO,DLH,46.83694444,-92.18333333,40,40,KDLHRR3DLH,Z
DTXM4,TV,12/7/2009 21:00,Detroit WFO (White Lake),DTX,42.68694444,-83.47166667,43,40,KDTXRR2DTX,Z
DVN,TV,12/8/2009 1:00,Davenport Muni Arpt,DVN,41.61166667,-90.58916667,51,40,KDVNRR3DVN,Z
FSDS2,TV,12/9/2009 12:00,Sioux Falls Nws WFO Ap,FSD,43.58777778,-96.73,45,40,KFSDRR3FSD,Z
GLRM5,TV,12/9/2009 13:00,Mentor 5W - Glacial Ridge,FGF,47.71666667,-96.26666667,82.2,40,KSCSSCNMN,Z
GRR,TV,12/7/2009 11:46,Gerald R Ford Intl Airport (Kent County),GRR,42.8825,-85.52388889,47,40,KGRRRR3GRR,Z
ILX,TV,12/7/2009 12:00,Lincoln - Cntrl Il WFO,ILX,40.15138889,-89.33805556,46,40,KILXRR3ILX,Z
IWXI3,TV,12/7/2009 12:00,North Webster WFO,IWX,41.35888889,-85.69972222,49,40,KIWXRR3IWX,Z
LKCM4,TV,12/7/2009 13:00,Lake City Exp Farm,APX,44.30888889,-85.205,41,40,KAPXRR3APX,Z
LSX,TV,12/9/2009 13:00,Weldon Spring - St Louis WFO,LSX,38.69888889,-90.68277778,47,40,KLSXRR3LSX,Z
MFDW3,TV,12/7/2009 20:50,Marshfield - Exp Farm,GRB,44.64111111,-90.13333333,48,40,KGRBRR3GRB,Z
MKX,TV,12/9/2009 12:00,Sullivan 3SE - Milwaukee WFO,MKX,42.9675,-88.54972222,42,40,KMKXRR3MKX,Z
MPXM5,TV,12/8/2009 0:00,Chanhassen NWS WFO,MPX,44.84972222,-93.56388889,43,40,KMPXRR3MPX,Z
MQT,TV,12/9/2009 12:00,Marquette WFO / Arpt,MQT,46.53277778,-87.54861111,36,40,KMQTRR3MQT,Z
NELW3,TV,12/9/2009 12:30,Neillsville 3SW,ARX,44.52972222,-90.63833333,42,40,KARXRR3ARX,Z
OLNI4,TV,12/9/2009 12:30,Oelwein 1E,ARX,42.68,-91.875,48,40,KARXRR3ARX,Z
PTNM5,TV,12/9/2009 14:00,Preston WWTP,ARX,43.6725,-92.07472222,43,40,KARXRR3ARX,Z
RNBW3,TV,12/7/2009 15:00,Green Bay WFO,GRB,44.49777778,-88.11194444,44,40,KGRBRR3GRB,Z
SNWI2,TV,12/9/2009 13:00,Streamwood,LOT,42.02555556,-88.17833333,45,40,KLOTRR3LOT,Z
TIPM4,TV,12/7/2009 13:00,Tipton 2WNW - Hidden Lakes Gardens,DTX,42.02833333,-84.11083333,39,40,KDTXRR2DTX,Z
